3496,868,915,Sedan,1
3498,876,5623,wagon,1
3500,877,5624,Hatchback,1
3502,886,925,Hard top SUV 3-doors,1
3503,888,927,Sedan,1
3506,891,933,Double Cab pickup 4-doors,1
3507,891,933,Extended Cab pickup 2-doors,1
3510,893,941,Coupe,1
3514,895,944,SUV,1
3515,897,946,Hatchback,1
3521,901,951,SUV 3-doors,1
3522,901,951,SUV 5-doors,1
3530,915,5628,Coupe,1
3531,915,5628,Cabriolet,1
3532,917,5629,wagon,1
3533,917,5629,Sedan,1
3534,918,966,XFR Sedan 4-doors,1
3535,918,966,Sedan 4-doors,1
3536,919,6952,R Sedan 4-doors,1
3537,921,976,Coupe,1
3538,921,976,Cabriolet,1
3539,922,6200,Coupe 2-doors,1
3540,922,979,Cabriolet 2-doors,1
3541,923,981,SUV 5-doors,1
3542,926,985,Crossover,1
3543,927,987,SUV 5-doors,1
3544,929,992,Crossover,1
3545,931,994,SUV 5-doors,1
3546,931,994,SUV 3-doors,1
3547,934,5630,Delta Sedan,1
3548,934,5630,Hatchback,1
3549,934,9430,Hatchback,1
3550,937,998,Minivan,1
3551,938,1002,Grand minivan 5-doors,1
